part_number,type,description,value,saturation_current,dc_resistance,tolerance,temp_range_low,temp_range_high,manufacturer,manufacturer_part_number,digikey_part_number,supplier2,supplier2_part_number,supplier3,supplier3_part_number,aec_q,library_ref,library_path,footprint_ref,footprint_path,footprint2_ref,footprint2_path,footprint3_ref,footprint3_path
1017001-00-A,IND,Shielded inductor 4.7uH ±20% 41A 5.5mOhm,4.7uH,41A,5.5m,20%,-40C,150C,Bourns,SRP1770TA-4R7M,RP1770TA-4R7MCT-ND,,,,,Yes,INDUCTOR,symbols/passives/INDUCTOR.Schlib,SRP1770TA,footprints/passives_smd/SRP1770TA.PcbLib,,,,
